Id,Name,Address,Lon,Lat,StreetAddress,City,State,ZipCode
120011,KAISER FOUNDATION HOSPITAL,"3288 MOANALUA RD, HONOLULU, HI 96819",-157.899511,21.363393,3288 MOANALUA RD,HONOLULU,HI,96819
120014,WILCOX MEMORIAL HOSPITAL,"3-3420 KUHIO HIGHWAY, LIHUE, HI 96766",-159.3655958,21.9857403,3-3420 KUHIO HIGHWAY,LIHUE,HI,96766
120019,KONA COMMUNITY HOSPITAL,"79-1019 HAUKAPILA STREET, KEALAKEKUA, HI 96750",-155.9173862,19.5199478,79-1019 HAUKAPILA STREET,KEALAKEKUA,HI,96750
120022,STRAUB CLINIC AND HOSPITAL,"888 SO KING STREET, HONOLULU, HI 96813",-157.8505419,21.3025808,888 SO KING STREET,HONOLULU,HI,96813
120026,PALI MOMI MEDICAL CENTER,"98-1079 MOANALUA ROAD, AIEA, HI 96701",-157.9385988,21.3832771,98-1079 MOANALUA ROAD,AIEA,HI,96701
120027,HAWAII MEDICAL CENTER WEST,"91-2141 FORT WEAVER ROAD, EWA BEACH, HI 96706",-158.027532,21.3710486,91-2141 FORT WEAVER ROAD,EWA BEACH,HI,96706
120028,NORTH HAWAII COMMUNITY HOSPITAL,"67 1125 MAMALAHOA HIGHWAY, KAMUELA, HI 96743",-155.6650027,20.02287,67 1125 MAMALAHOA HIGHWAY,KAMUELA,HI,96743
130002,ST LUKES MAGIC VALLEY RMC,"801 POLE LINE ROAD WEST, TWIN FALLS, ID 83301",-114.496267,42.59072219999999,801 POLE LINE ROAD WEST,TWIN FALLS,ID,83301
130003,ST JOSEPH REGIONAL MEDICAL CENTER,"415 SIXTH STREET, LEWISTON, ID 83501",-117.0249781,46.4164964,415 SIXTH STREET,LEWISTON,ID,83501
130006,ST LUKES REGIONAL MEDICAL CENTER,"190 EAST BANNOCK STREET, BOISE, ID 83712",-116.1924344,43.6125798,190 EAST BANNOCK STREET,BOISE,ID,83712
130007,ST ALPHONSUS REGIONAL MEDICAL CENTER,"1055 NORTH CURTIS ROAD, BOISE, ID 83706",-116.2560721,43.613389,1055 NORTH CURTIS ROAD,BOISE,ID,83706
130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,"1512 TWELFTH AVENUE ROAD, NAMPA, ID 83686",-116.5726548,43.5537156,1512 TWELFTH AVENUE ROAD,NAMPA,ID,83686
130014,WEST VALLEY MEDICAL CENTER,"1717 ARLINGTON STREET, CALDWELL, ID 83605",-116.6935002,43.6549682,1717 ARLINGTON STREET,CALDWELL,ID,83605
130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,"3100 CHANNING WAY, IDAHO FALLS, ID 83404",-111.9914279,43.47017350000001,3100 CHANNING WAY,IDAHO FALLS,ID,83404
130025,MADISON MEMORIAL HOSPITAL,"450 EAST MAIN STREET, REXBURG, ID 83440",-111.770711,43.825512,450 EAST MAIN STREET,REXBURG,ID,83440
130028,PORTNEUF MEDICAL CENTER,"777 HOSPITAL WAY, POCATELLO, ID 83201",-112.4208746,42.8737429,777 HOSPITAL WAY,POCATELLO,ID,83201
130049,KOOTENAI MEDICAL CENTER,"2003 KOOTENAI HEALTH WAY, COEUR D'ALENE, ID 83814",-116.7935865,47.6956378,2003 KOOTENAI HEALTH WAY,COEUR D'ALENE,ID,83814
130063,TREASURE VALLEY HOSPITAL,"8800 WEST EMERALD STREET, BOISE, ID 83704",-116.2910118,43.6125365,8800 WEST EMERALD STREET,BOISE,ID,83704
130065,MOUNTAIN VIEW HOSPITAL,"2325 CORONADO STREET, IDAHO FALLS, ID 83404",-111.987711,43.473992,2325 CORONADO STREET,IDAHO FALLS,ID,83404
130066,NORTHWEST SPECIALTY HOSPITAL,"1593 EAST POLSTON AVENUE, POST FALLS, ID 83854",-116.9247134,47.7153594,1593 EAST POLSTON AVENUE,POST FALLS,ID,83854
140001,GRAHAM HOSPITAL ASSOCIATION,"210 WEST WALNUT STREET, CANTON, IL 61520",-90.03911939999999,40.553291,210 WEST WALNUT STREET,CANTON,IL,61520
140002,ALTON MEMORIAL HOSPITAL,"ONE MEMORIAL DRIVE, ALTON, IL 62002",-90.1603421,38.900721,ONE MEMORIAL DRIVE,ALTON,IL,62002
140007,PRESENCE SAINT JOSEPH MEDICAL CENTER,"333 N MADISON, JOLIET, IL 60435",-88.1353968,41.527875,333 N MADISON,JOLIET,IL,60435
140008,LOYOLA GOTTLIEB MEMORIAL HOSPITAL,"701 WEST NORTH AVE, MELROSE PARK, IL 60160",-87.8445069,41.91082,701 WEST NORTH AVE,MELROSE PARK,IL,60160
140010,EVANSTON HOSPITAL,"2650 RIDGE AVE, EVANSTON, IL 60201",-87.68428349999999,42.0654997,2650 RIDGE AVE,EVANSTON,IL,60201
140011,HERRIN HOSPITAL,"201 S 14TH ST, HERRIN, IL 62948",-89.026503,37.8020631,201 S 14TH ST,HERRIN,IL,62948
140012,KATHERINE SHAW BETHEA HOSPITAL,"403 E 1ST ST, DIXON, IL 61021",-89.4801086,41.8442129,403 E 1ST ST,DIXON,IL,61021
140013,PROCTOR HOSPITAL,"5409 N KNOXVILLE AVE, PEORIA, IL 61614",-89.597646,40.752181,5409 N KNOXVILLE AVE,PEORIA,IL,61614
140015,BLESSING HOSPITAL,"BROADWAY AT 11TH STREET, QUINCY, IL 62301",-91.3983317,39.9356314,BROADWAY AT 11TH STREET,QUINCY,IL,62301
140018,MT SINAI HOSPITAL MEDICAL CENTER,"15TH STREET AT CALIFORNIA, CHICAGO, IL 60608",-87.6957067,41.8601109,15TH STREET AT CALIFORNIA,CHICAGO,IL,60608
140019,SHELBY MEMORIAL HOSPITAL,"200 S CEDAR ST, SHELBYVILLE, IL 62565",-88.8071495,39.4060075,200 S CEDAR ST,SHELBYVILLE,IL,62565
140026,ST MARYS HOSPITAL,"111  SPRING STREET, STREATOR, IL 61364",-88.8353058,41.1142786,111  SPRING STREET,STREATOR,IL,61364
140029,COPLEY MEMORIAL HOSPITAL,"2000 OGDEN AVENUE, AURORA, IL 60504",-88.2696655,41.72930729999999,2000 OGDEN AVENUE,AURORA,IL,60504
140030,SHERMAN HOSPITAL,"1425 NORTH RANDALL ROAD, ELGIN, IL 60123",-88.33061149999999,42.070032,1425 NORTH RANDALL ROAD,ELGIN,IL,60123
140032,ST ANTHONYS MEMORIAL HOSPITAL,"503 N MAPLE STREET, EFFINGHAM, IL 62401",-88.550591,39.126797,503 N MAPLE STREET,EFFINGHAM,IL,62401
140034,ST MARYS HOSPITAL,"400 NORTH PLEASANT AVENUE, CENTRALIA, IL 62801",-89.1160402,38.52905,400 NORTH PLEASANT AVENUE,CENTRALIA,IL,62801
140040,GALESBURG COTTAGE HOSPITAL,"695 N KELLOGG ST, GALESBURG, IL 61401",-90.36617989999999,40.9555981,695 N KELLOGG ST,GALESBURG,IL,61401
140043,CGH MEDICAL CENTER,"100 EAST LEFEVRE ROAD, STERLING, IL 61081",-89.69621939999999,41.788642,100 EAST LEFEVRE ROAD,STERLING,IL,61081
140046,GOOD SAMARITAN REGIONAL HLTH CENTER,"1 GOOD SAMARITAN WAY, MOUNT VERNON, IL 62864",-88.9388822,38.297209,1 GOOD SAMARITAN WAY,MOUNT VERNON,IL,62864
140048,ADVOCATE TRINITY HOSPITAL,"2320 E 93RD ST, CHICAGO, IL 60617",-87.567167,41.726701,2320 E 93RD ST,CHICAGO,IL,60617
140049,WEST SUBURBAN MEDICAL CENTER,"3 ERIE COURT, OAK PARK, IL 60302",-87.7761788,41.8914105,3 ERIE COURT,OAK PARK,IL,60302
140051,SKOKIE HOSPITAL,"9600 GROSS POINT ROAD, SKOKIE, IL 60076",-87.740119,42.056241,9600 GROSS POINT ROAD,SKOKIE,IL,60076
140052,SAINT ANTHONY'S HEALTH CENTER,"ST ANTHONY'S WAY, ALTON, IL 62002",-90.1719627,38.9075574,ST ANTHONY'S WAY,ALTON,IL,62002
140053,ST JOHNS HOSPITAL,"800 E CARPENTER ST, SPRINGFIELD, IL 62769",-89.6448399,39.8072515,800 E CARPENTER ST,SPRINGFIELD,IL,62769
140054,MACNEAL  HOSPITAL,"3249 SOUTH OAK PARK AVENUE, BERWYN, IL 60402",-87.7926597,41.831949,3249 SOUTH OAK PARK AVENUE,BERWYN,IL,60402
140058,PASSAVANT AREA HOSPITAL,"1600 W WALNUT ST, JACKSONVILLE, IL 62650",-90.2589466,39.7452872,1600 W WALNUT ST,JACKSONVILLE,IL,62650
140059,JERSEY COMMUNITY HOSPITAL,"400 MAPLE SUMMIT ROAD, JERSEYVILLE, IL 62052",-90.34311799999999,39.110403,400 MAPLE SUMMIT ROAD,JERSEYVILLE,IL,62052
140062,PALOS COMMUNITY HOSPITAL,"12251 SOUTH 80TH AVENUE, PALOS HEIGHTS, IL 60463",-87.813948,41.6687555,12251 SOUTH 80TH AVENUE,PALOS HEIGHTS,IL,60463
140063,RUSH OAK PARK HOSPITAL,"520 S MAPLE AVE, OAK PARK, IL 60304",-87.8033729,41.878587,520 S MAPLE AVE,OAK PARK,IL,60304
140064,ST MARY MEDICAL CENTER,"3333 NORTH SEMINARY, GALESBURG, IL 61401",-90.36373979999999,40.9882054,3333 NORTH SEMINARY,GALESBURG,IL,61401
140065,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,"5101 S WILLOW SPRINGS RD, LA GRANGE, IL 60525",-87.88607999999999,41.796889,5101 S WILLOW SPRINGS RD,LA GRANGE,IL,60525
140067,SAINT FRANCIS MEDICAL CENTER,"530 NE GLEN OAK AVE, PEORIA, IL 61637",-89.592218,40.702,530 NE GLEN OAK AVE,PEORIA,IL,61637
140068,ROSELAND COMMUNITY HOSPITAL,"45 W 111TH STREET, CHICAGO, IL 60628",-87.6252557,41.692396,45 W 111TH STREET,CHICAGO,IL,60628
140077,TOUCHETTE REGIONAL HOSPITAL INC,"5900 BOND AVENUE, CENTREVILLE, IL 62207",-90.107692,38.5705669,5900 BOND AVENUE,CENTREVILLE,IL,62207
140080,PRESENCE SAINT FRANCIS HOSPITAL,"355 RIDGE AVE, EVANSTON, IL 60202",-87.683714,42.0257829,355 RIDGE AVE,EVANSTON,IL,60202
140082,LOUIS A WEISS MEMORIAL HOSPITAL,"4646 N MARINE DRIVE, CHICAGO, IL 60640",-87.6493557,41.9664324,4646 N MARINE DRIVE,CHICAGO,IL,60640
140083,LORETTO HOSPITAL,"645 SOUTH CENTRAL AVE, CHICAGO, IL 60644",-87.761809,41.872586,645 SOUTH CENTRAL AVE,CHICAGO,IL,60644
140084,VISTA MEDICAL CENTER EAST,"1324 NORTH SHERIDAN ROAD, WAUKEGAN, IL 60085",-87.83233849999999,42.3782174,1324 NORTH SHERIDAN ROAD,WAUKEGAN,IL,60085
140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,"5841 SOUTH MARYLAND, CHICAGO, IL 60637",-87.6047495,41.7882876,5841 SOUTH MARYLAND,CHICAGO,IL,60637
140089,MC DONOUGH DISTRICT HOSPITAL,"525 EAST GRANT STREET, MACOMB, IL 61455",-90.66578469999999,40.4479137,525 EAST GRANT STREET,MACOMB,IL,61455
140091,CARLE FOUNDATION HOSPITAL,"611 WEST PARK STREET, URBANA, IL 61801",-88.215059,40.11696,611 WEST PARK STREET,URBANA,IL,61801
140093,PRESENCE UNITED SAMARITANS MEDICAL CENTER,"812 N LOGAN, DANVILLE, IL 61832",-87.645686,40.138105,812 N LOGAN,DANVILLE,IL,61832
140095,SAINT ANTHONY HOSPITAL,"2875 WEST 19TH STREET, CHICAGO, IL 60623",-87.696822,41.855272,2875 WEST 19TH STREET,CHICAGO,IL,60623
140100,MIDWESTERN REGION MED CENTER,"2520 ELISHA AVENUE, ZION, IL 60099",-87.8272889,42.448742,2520 ELISHA AVENUE,ZION,IL,60099
140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,"150 W HIGH ST, MORRIS, IL 60450",-88.4253675,41.3689652,150 W HIGH ST,MORRIS,IL,60450
140103,ST BERNARD HOSPITAL,"326 W 64TH ST, CHICAGO, IL 60621",-87.6333003,41.7781259,326 W 64TH ST,CHICAGO,IL,60621
140110,OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER,"1100 EAST NORRIS DRIVE, OTTAWA, IL 61350",-88.8239379,41.3560817,1100 EAST NORRIS DRIVE,OTTAWA,IL,61350
140113,PRESENCE COVENANT MEDICAL CENTER,"1400 WEST PARK AVENUE, URBANA, IL 61801",-88.2276504,40.1179701,1400 WEST PARK AVENUE,URBANA,IL,61801
140114,SWEDISH COVENANT HOSPITAL,"5145 N CALIFORNIA AVE, CHICAGO, IL 60625",-87.6995773,41.9753185,5145 N CALIFORNIA AVE,CHICAGO,IL,60625
140115,THOREK MEMORIAL HOSPITAL,"850 W IRVING PARK RD, CHICAGO, IL 60613",-87.65167369999999,41.9546646,850 W IRVING PARK RD,CHICAGO,IL,60613
140116,CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,"4201 MEDICAL CENTER DRIVE, MCHENRY, IL 60050",-88.279202,42.31832,4201 MEDICAL CENTER DRIVE,MCHENRY,IL,60050
140117,PRESENCE RESURRECTION MEDICAL CENTER,"7435 W TALCOTT AVENUE, CHICAGO, IL 60631",-87.8135276,41.9875511,7435 W TALCOTT AVENUE,CHICAGO,IL,60631
140118,METROSOUTH MEDICAL CENTER,"12935 S GREGORY, BLUE ISLAND, IL 60406",-87.677808,41.657514,12935 S GREGORY,BLUE ISLAND,IL,60406
140119,RUSH UNIVERSITY MEDICAL CENTER,"1653 WEST CONGRESS PARKWAY, CHICAGO, IL 60612",-87.66919419999999,41.8744734,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612
140120,PEKIN MEMORIAL HOSPITAL,"600 SOUTH 13TH STREET, PEKIN, IL 61554",-89.63313529999999,40.562106,600 SOUTH 13TH STREET,PEKIN,IL,61554
140122,HINSDALE HOSPITAL,"120 NORTH OAK ST, HINSDALE, IL 60521",-87.9205935,41.80554840000001,120 NORTH OAK ST,HINSDALE,IL,60521
140124,JOHN H STROGER JR HOSPITAL,"1901 W HARRISON ST, CHICAGO, IL 60612",-87.67420419999999,41.8737558,1901 W HARRISON ST,CHICAGO,IL,60612
140125,GATEWAY REGIONAL MEDICAL CENTER,"2100 MADISON AVENUE, GRANITE CITY, IL 62040",-90.1448952,38.7008988,2100 MADISON AVENUE,GRANITE CITY,IL,62040
140127,BROMENN HEALTHCARE,"1304 FRANKLIN AVENUE, NORMAL, IL 61761",-88.9910596,40.4963905,1304 FRANKLIN AVENUE,NORMAL,IL,61761
140130,LAKE FOREST HOSPITAL,"660 N WESTMORELAND ROAD, LAKE FOREST, IL 60045",-87.8646332,42.2532356,660 N WESTMORELAND ROAD,LAKE FOREST,IL,60045
140133,HOLY CROSS HOSPITAL,"2701 W 68TH STREET, CHICAGO, IL 60629",-87.6923937,41.7694563,2701 W 68TH STREET,CHICAGO,IL,60629
140135,DECATUR MEMORIAL HOSPITAL,"2300 NORTH EDWARD STREET, DECATUR, IL 62526",-88.9608983,39.8664376,2300 NORTH EDWARD STREET,DECATUR,IL,62526
140137,GREENVILLE REGIONAL HOSPITAL,"200 HEALTHCARE DR, GREENVILLE, IL 62246",-89.41108709999999,38.90239589999999,200 HEALTHCARE DR,GREENVILLE,IL,62246
140143,ST MARGARETS HOSPITAL,"600 E 1ST ST, SPRING VALLEY, IL 61362",-89.1930754,41.3289214,600 E 1ST ST,SPRING VALLEY,IL,61362
140145,ST JOSEPHS HOSPITAL,"9515 HOLY CROSS LN, BREESE, IL 62230",-89.523358,38.626075,9515 HOLY CROSS LN,BREESE,IL,62230
140147,RICHLAND MEMORIAL HOSPITAL,"800 EAST LOCUST, OLNEY, IL 62450",-88.0770778,38.7350506,800 EAST LOCUST,OLNEY,IL,62450
140148,MEMORIAL MEDICAL CENTER,"701 N FIRST ST, SPRINGFIELD, IL 62781",-89.6546146,39.8085802,701 N FIRST ST,SPRINGFIELD,IL,62781
140150,UNIVERSITY OF ILLINOIS HOSPITAL,"1740 WEST TAYLOR ST SUITE 1400, CHICAGO, IL 60612",-87.6704317,41.8693653,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612
140151,SACRED HEART HOSPITAL,"3240 W FRANKLIN BLVD, CHICAGO, IL 60624",-87.7079744,41.8903105,3240 W FRANKLIN BLVD,CHICAGO,IL,60624
140155,PRESENCE ST MARYS HOSPITAL,"500 W COURT ST, KANKAKEE, IL 60901",-87.87187,41.120485,500 W COURT ST,KANKAKEE,IL,60901
140158,MERCY HOSPITAL AND MEDICAL CENTER,"2525 S MICHIGAN AVE, CHICAGO, IL 60616",-87.62182949999999,41.8463891,2525 S MICHIGAN AVE,CHICAGO,IL,60616
140160,FHN MEMORIAL HOSPITAL,"1045 WEST STEPHENSON STREET, FREEPORT, IL 61032",-89.637734,42.2959245,1045 WEST STEPHENSON STREET,FREEPORT,IL,61032
140161,SAINT JAMES HOSPITAL,"2500 WEST REYNOLDS STREET, PONTIAC, IL 61764",-88.67957750000001,40.8710272,2500 WEST REYNOLDS STREET,PONTIAC,IL,61764
140162,ST JOSEPH MEDICAL CENTER,"2200 E WASHINGTON, BLOOMINGTON, IL 61701",-88.955192,40.482536,2200 E WASHINGTON,BLOOMINGTON,IL,61701
140164,MEMORIAL HOSPITAL OF CARBONDALE,"405 W JACKSON, CARBONDALE, IL 62902",-89.2205745,37.7278973,405 W JACKSON,CARBONDALE,IL,62902
140166,ST MARYS HOSPITAL,"1800 E LAKE SHORE DR, DECATUR, IL 62521",-88.9311888,39.82658660000001,1800 E LAKE SHORE DR,DECATUR,IL,62521
140167,IROQUOIS MEMORIAL HOSPITAL,"200 FAIRMAN STREET, WATSEKA, IL 60970",-87.73264999999999,40.7655333,200 FAIRMAN STREET,WATSEKA,IL,60970
140172,FRANCISCAN ST JAMES HEALTH,"20201 S CRAWFORD AVENUE, OLYMPIA FIELDS, IL 60461",-87.711114,41.522827,20201 S CRAWFORD AVENUE,OLYMPIA FIELDS,IL,60461
140174,PRESENCE MERCY MEDICAL CENTER,"1325 N HIGHLAND AVENUE, AURORA, IL 60506",-88.32584829999999,41.7865311,1325 N HIGHLAND AVENUE,AURORA,IL,60506
140176,CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL,"3701 DOTY ROAD, WOODSTOCK, IL 60098",-88.400195,42.275973,3701 DOTY ROAD,WOODSTOCK,IL,60098
140177,JACKSON PARK HOSPITAL,"7531 S STONY ISLAND AVE, CHICAGO, IL 60649",-87.58532819999999,41.7572755,7531 S STONY ISLAND AVE,CHICAGO,IL,60649
140179,LITTLE COMPANY OF MARY HOSPITAL,"2800 W 95TH ST, EVERGREEN PARK, IL 60805",-87.69219799999999,41.7209424,2800 W 95TH ST,EVERGREEN PARK,IL,60805
140180,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,"2233 W DIVISION ST, CHICAGO, IL 60622",-87.6835456,41.9024222,2233 W DIVISION ST,CHICAGO,IL,60622
140181,SOUTH SHORE HOSPITAL,"8012 SOUTH CRANDON AVENUE, CHICAGO, IL 60617",-87.5690152,41.7494784,8012 SOUTH CRANDON AVENUE,CHICAGO,IL,60617
140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,"836 WEST WELLINGTON AVENUE, CHICAGO, IL 60657",-87.6519352,41.9367925,836 WEST WELLINGTON AVENUE,CHICAGO,IL,60657
140184,HEARTLAND REGIONAL MEDICAL CENTER,"3333 W DE YOUNG, MARION, IL 62959",-88.9953707,37.7448909,3333 W DE YOUNG,MARION,IL,62959
140185,MEMORIAL HOSPITAL,"4500 MEMORIAL DRIVE, BELLEVILLE, IL 62226",-90.021464,38.550205,4500 MEMORIAL DRIVE,BELLEVILLE,IL,62226
140186,RIVERSIDE MEDICAL CENTER,"350 N WALL ST, KANKAKEE, IL 60901",-87.88544639999999,41.1255831,350 N WALL ST,KANKAKEE,IL,60901
140187,ST ELIZABETH HOSPITAL,"211 S THIRD ST, BELLEVILLE, IL 62220",-89.99013599999999,38.510813,211 S THIRD ST,BELLEVILLE,IL,62220
140189,SARAH BUSH LINCOLN HEALTH CENTER,"1000 HEALTH CENTER DRIVE P O BOX 372, MATTOON, IL 61938",-88.27568509999999,39.4844906,1000 HEALTH CENTER DRIVE P O BOX 372,MATTOON,IL,61938
140191,INGALLS MEMORIAL HOSPITAL,"ONE INGALLS DRIVE, HARVEY, IL 60426",-87.6609975,41.6082462,ONE INGALLS DRIVE,HARVEY,IL,60426
140197,METHODIST HOSPITAL OF CHICAGO,"5025 N PAULINA STREET, CHICAGO, IL 60640",-87.670999,41.9733165,5025 N PAULINA STREET,CHICAGO,IL,60640
140200,ELMHURST MEMORIAL HOSPITAL,"155 EAST BRUSH HILL ROAD, ELMHURST, IL 60126",-87.9352799,41.8638425,155 EAST BRUSH HILL ROAD,ELMHURST,IL,60126
140202,ADVOCATE CONDELL MEDICAL CENTER,"801 S MILWAUKEE AVE, LIBERTYVILLE, IL 60048",-87.95763699999999,42.274473,801 S MILWAUKEE AVE,LIBERTYVILLE,IL,60048
140206,NORWEGIAN-AMERICAN HOSPITAL,"1044 N FRANCISCO AVE, CHICAGO, IL 60622",-87.69964499999999,41.9007829,1044 N FRANCISCO AVE,CHICAGO,IL,60622
140208,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,"4440 W 95TH STREET, OAK LAWN, IL 60453",-87.7322476,41.7212453,4440 W 95TH STREET,OAK LAWN,IL,60453
140209,METHODIST MEDICAL CENTER OF ILLINOIS,"221 N E GLEN OAK AVE, PEORIA, IL 61636",-89.59505,40.700654,221 N E GLEN OAK AVE,PEORIA,IL,61636
140210,HARRISBURG MEDICAL CENTER,"100 DOCTOR WARREN TUTTLE DR, HARRISBURG, IL 62946",-88.5248335,37.7308956,100 DOCTOR WARREN TUTTLE DR,HARRISBURG,IL,62946
140211,DELNOR COMMUNITY HOSPITAL,"300 RANDALL RD, GENEVA, IL 60134",-88.34311369999999,41.8856574,300 RANDALL RD,GENEVA,IL,60134
140213,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,"1900 SILVER CROSS BLVD, NEW LENOX, IL 60451",-87.98378799999999,41.544463,1900 SILVER CROSS BLVD,NEW LENOX,IL,60451
140217,PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,"77 N AIRLITE STREET, ELGIN, IL 60123",-88.32575,42.0357569,77 N AIRLITE STREET,ELGIN,IL,60123
140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,"1775 DEMPSTER ST, PARK RIDGE, IL 60068",-87.84819879999999,42.0383674,1775 DEMPSTER ST,PARK RIDGE,IL,60068
140224,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,"2900 NORTH LAKE SHORE DRIVE, CHICAGO, IL 60657",-87.6372255,41.9337694,2900 NORTH LAKE SHORE DRIVE,CHICAGO,IL,60657
140228,SWEDISH AMERICAN HOSPITAL,"1401 EAST STATE STREET, ROCKFORD, IL 61104",-89.074276,42.26584,1401 EAST STATE STREET,ROCKFORD,IL,61104
140231,EDWARD HOSPITAL,"801 SOUTH WASHINGTON, NAPERVILLE, IL 60540",-88.154477,41.761028,801 SOUTH WASHINGTON,NAPERVILLE,IL,60540
140233,SAINT ANTHONY MEDICAL CENTER,"5666 EAST STATE STREET, ROCKFORD, IL 61108",-89.00899799999999,42.266341,5666 EAST STATE STREET,ROCKFORD,IL,61108
140234,ILLINOIS VALLEY COMMUNITY HOSPITAL,"925 WEST ST, PERU, IL 61354",-89.1252001,41.3287791,925 WEST ST,PERU,IL,61354
140239,ROCKFORD MEMORIAL HOSPITAL,"2400 NORTH ROCKTON AVENUE, ROCKFORD, IL 61103",-89.09897199999999,42.2984409,2400 NORTH ROCKTON AVENUE,ROCKFORD,IL,61103
140240,WESTLAKE COMMUNITY HOSPITAL,"1225 LAKE ST, MELROSE PARK, IL 60160",-87.848568,41.8929096,1225 LAKE ST,MELROSE PARK,IL,60160
140242,CENTRAL DUPAGE HOSPITAL,"25 NORTH WINFIELD ROAD, WINFIELD, IL 60190",-88.1569236,41.8728297,25 NORTH WINFIELD ROAD,WINFIELD,IL,60190
140250,ADVOCATE SOUTH SUBURBAN HOSPITAL,"17800 S KEDZIE AVE, HAZEL CREST, IL 60429",-87.69565999999999,41.5672,17800 S KEDZIE AVE,HAZEL CREST,IL,60429
140251,PRESENCE OUR LADY OF THE RESURRECTION MED CTR,"5645 W ADDISON, CHICAGO, IL 60634",-87.76781629999999,41.9457531,5645 W ADDISON,CHICAGO,IL,60634
140252,NORTHWEST COMMUNITY HOSPITAL,"800 W CENTRAL ROAD, ARLINGTON HEIGH, IL 60005",-87.9928212,42.0671555,800 W CENTRAL ROAD,ARLINGTON HEIGH,IL,60005
140258,ALEXIAN BROTHERS MEDICAL CENTER,"800 W BIESTERFIELD RD, ELK GROVE VILLA, IL 60007",-88.017454,42.0041306,800 W BIESTERFIELD RD,ELK GROVE VILLA,IL,60007
140275,GENESIS MEDICAL CENTER ILLINI CAMPUS,"801 ILLINI DRIVE, SILVIS, IL 61282",-90.418714,41.495809,801 ILLINI DRIVE,SILVIS,IL,61282
140276,LOYOLA UNIVERSITY MEDICAL CENTER,"2160 S 1ST AVENUE, MAYWOOD, IL 60153",-87.8347893,41.8598431,2160 S 1ST AVENUE,MAYWOOD,IL,60153
140280,TRINITY ROCK ISLAND,"2701 17TH ST, ROCK ISLAND, IL 61201",-90.5706604,41.48262769999999,2701 17TH ST,ROCK ISLAND,IL,61201
140281,NORTHWESTERN MEMORIAL HOSPITAL,"251 E HURON ST, CHICAGO, IL 60611",-87.6213842,41.89481199999999,251 E HURON ST,CHICAGO,IL,60611
140286,KISHWAUKEE COMMUNITY HOSPITAL,"ONE KISH HOSPITAL DRIVE, DEKALB, IL 60115",-88.7212974,41.9618523,ONE KISH HOSPITAL DRIVE,DEKALB,IL,60115
140288,ADVOCATE GOOD SAMARITAN HOSPITAL,"3815 HIGHLAND AVENUE, DOWNERS GROVE, IL 60515",-88.00907199999999,41.8179059,3815 HIGHLAND AVENUE,DOWNERS GROVE,IL,60515
140289,ANDERSON HOSPITAL,"6800 STATE ROUTE 162, MARYVILLE, IL 62062",-89.9473545,38.7381203,6800 STATE ROUTE 162,MARYVILLE,IL,62062
140290,ST ALEXIUS MEDICAL CENTER,"1555 N BARRINGTON RD, HOFFMAN ESTATES, IL 60194",-88.1444071,42.05226010000001,1555 N BARRINGTON RD,HOFFMAN ESTATES,IL,60194
140291,ADVOCATE GOOD SHEPHERD HOSPITAL,"450 WEST HIGHWAY 22, BARRINGTON, IL 60010",-88.17245009999999,42.1959688,450 WEST HIGHWAY 22,BARRINGTON,IL,60010
140292,ADVENTIST GLENOAKS,"701 WINTHROP AVENUE, GLENDALE HEIGHT, IL 60139",-88.057238,41.914654,701 WINTHROP AVENUE,GLENDALE HEIGHT,IL,60139
140294,CROSSROADS COMMUNITY HOSPITAL,"8 DOCTORS PARK ROAD, MOUNT VERNON, IL 62864",-88.93514490000001,38.3119837,8 DOCTORS PARK ROAD,MOUNT VERNON,IL,62864
140300,PROVIDENT HOSPITAL OF CHICAGO,"500 E 51ST ST, CHICAGO, IL 60615",-87.6135662,41.8024886,500 E 51ST ST,CHICAGO,IL,60615
140304,ADVENTIST BOLINGBROOK HOSPITAL,"500 REMINGTON BOULEVARD, BOLINGBROOK, IL 60440",-88.0833722,41.6806051,500 REMINGTON BOULEVARD,BOLINGBROOK,IL,60440
150001,JOHNSON MEMORIAL HOSPITAL,"1125 W JEFFERSON ST, FRANKLIN, IN 46131",-86.078643,39.479401,1125 W JEFFERSON ST,FRANKLIN,IN,46131
150002,METHODIST HOSPITALS INC,"600 GRANT ST, GARY, IN 46402",-87.357635,41.599198,600 GRANT ST,GARY,IN,46402
